suburb,year,address,bedrooms,contract date,price,block size,source,purpose
Ainslie,2021,18 Campbell Street,–,03/06/2021,"$635,000",811m2,Government Record,Single residential dwelling...
Ainslie,2021,90 Limestone Avenue,–,04/03/2021,"$575,000",1189m2,Government Record,Single residential dwelling
Ainslie,2021,13 Hayley Street,–,30/03/2021,"$450,000",725m2,Government Record,Single residential dwelling...
Ainslie,2021,1 Street *,–,28/07/2021,"$250,000",–,Allhomes Record,–
Ainslie,2021,4 Agnew Street,–,30/01/2021,$0,706m2,Government Record,Single residential dwelling
Ainslie,2021,62 Limestone Avenue,–,17/01/2021,$0,1102m2,Government Record,Single residential dwelling
Amaroo,2019,11 Pioneer Street,–,19/07/2019,"$29,500,000",6309m2,Government Record,Non retail commercial uses
Amaroo,2019,30 Bizant Street,4,13/08/2019,"$1,065,000",650m2,Combined Record,Single residential dwelling
Amaroo,2019,34 Benaroon Circuit,5,14/01/2019,"$1,025,000",650m2,Combined Record,Single residential dwelling
Amaroo,2019,39 Benaroon Circuit,5,14/01/2019,"$900,000",600m2,Combined Record,Single residential dwelling
Amaroo,2019,8 Mission Street,4,14/09/2019,"$893,000",680m2,Combined Record,Single residential dwelling
Amaroo,2019,49 Proserpine Circuit,–,20/12/2019,"$880,000",559m2,Government Record,Single residential dwelling
Amaroo,2019,36 Tarrabool Street,5,12/08/2019,"$872,500",682m2,Combined Record,Single residential dwelling
Amaroo,2019,17 Lander Crescent,4,22/03/2019,"$865,000",716m2,Combined Record,Cottage block
Amaroo,2019,6 Ashbrook Street,4,01/03/2019,"$865,000",775m2,Combined Record,Single residential dwelling
Amaroo,2019,19 Traine Court,–,03/05/2019,"$860,000",1009m2,Government Record,Single residential dwelling
Amaroo,2019,17 Traine Court *,4,03/05/2019,"$860,000",1009m2,Allhomes Record,–
Amaroo,2019,13 Mission Street,4,20/02/2019,"$860,000",659m2,Combined Record,Single residential dwelling
Amaroo,2019,3 Geehi Place,4,07/12/2019,"$855,000",718m2,Combined Record,Single residential dwelling
Amaroo,2019,1 Cooloola Street *,4,16/02/2019,"$855,000",785m2,Allhomes Record,–
Amaroo,2019,67 Katherine Avenue,–,16/02/2019,"$855,000",785m2,Government Record,Single residential dwelling
Amaroo,2019,5 Arte Street *,4,23/02/2019,"$855,000",982m2,Allhomes Record,–
Amaroo,2019,23 Conjola Close,5,13/09/2019,"$840,000",732m2,Combined Record,Single residential dwelling...
Amaroo,2019,15 Narran Street,6,08/02/2019,"$815,000",643m2,Combined Record,Single residential dwelling
Amaroo,2019,77 Burdekin Avenue,5,08/05/2019,"$800,000",690m2,Combined Record,Single residential dwelling
Amaroo,2019,14 Tarrabool Street,4,06/11/2019,"$800,000",665m2,Combined Record,Single residential dwelling
Amaroo,2019,28 Heatherdale Street,4,08/05/2019,"$795,000",504m2,Combined Record,Single residential dwelling
Amaroo,2019,82 Katherine Avenue,–,31/01/2019,"$790,000",756m2,Government Record,Single residential dwelling
Amaroo,2019,14 Mission Street,4,21/11/2019,"$771,000",645m2,Combined Record,Single residential dwelling
Amaroo,2019,62 Shoalhaven Avenue,4,28/11/2019,"$770,000",768m2,Combined Record,Single residential dwelling
Amaroo,2019,7 Styx Close,–,04/11/2019,"$770,000",978m2,Government Record,Single residential dwelling
Amaroo,2019,21 Roderick Street,4,28/09/2019,"$750,000",724m2,Combined Record,Single residential dwelling
Amaroo,2019,7 Burdekin Avenue,4,18/11/2019,"$745,000",822m2,Combined Record,Single residential dwelling
Amaroo,2019,17 Mission Street,5,06/08/2019,"$740,000",631m2,Combined Record,Single residential dwelling
Amaroo,2019,2 Cooloola Street *,4,03/06/2019,"$735,000",0m2,Allhomes Record,–
Amaroo,2019,71 Katherine Avenue,–,03/06/2019,"$735,000",659m2,Government Record,Single residential dwelling
Amaroo,2019,7 Meerup Street,4,10/08/2019,"$731,000",588m2,Combined Record,Single residential dwelling
Amaroo,2019,11 Meerup Street,4,04/12/2019,"$730,000",580m2,Combined Record,Single residential dwelling
Amaroo,2019,17 Roderick Street,4,01/04/2019,"$727,000",811m2,Combined Record,Single residential dwelling
Amaroo,2019,5 Tuross Close,4,14/01/2019,"$725,000",729m2,Combined Record,Single residential dwelling...
Amaroo,2019,10 Wenlock Street,4,17/07/2019,"$705,000",450m2,Combined Record,Single residential dwelling
Amaroo,2019,17 Proserpine Circuit,4,23/07/2019,"$700,000",518m2,Combined Record,Single residential dwelling
Amaroo,2019,6 Bemm Place,4,17/08/2019,"$688,000",611m2,Combined Record,Single residential dwelling
Amaroo,2019,18 Heatherdale Street,3,12/02/2019,"$685,000",487m2,Combined Record,Single residential dwelling
Amaroo,2019,4 Inkerman Street,4,31/05/2019,"$675,000",488m2,Combined Record,Single residential dwelling
Amaroo,2019,120 Burdekin Avenue,–,23/12/2019,"$670,000",548m2,Government Record,Single residential dwelling
Amaroo,2019,125 Katherine Avenue *,3,23/12/2019,"$670,000",0m2,Allhomes Record,–
Amaroo,2019,57 Buckingham Street,4,30/07/2019,"$670,000",467m2,Combined Record,Single residential dwelling
Amaroo,2019,11 Cooloola Street *,4,18/02/2019,"$662,500",600m2,Allhomes Record,–
Amaroo,2019,27 Dulverton Street,–,06/12/2019,"$660,000",451m2,Government Record,Single residential dwelling
Amaroo,2019,6 Yantara St *,4,29/04/2019,"$655,000",0m2,Allhomes Record,–
Amaroo,2019,1/6 Yantara Street,–,26/04/2019,"$655,000",1031m2,Government Record,Multiple unit dwelling
Amaroo,2019,28 Dulverton Street,–,19/12/2019,"$650,000",450m2,Government Record,Single residential dwelling
Amaroo,2019,8 Leven Street,3,19/10/2019,"$647,000",455m2,Combined Record,Single residential dwelling
Amaroo,2019,3 Bemm Place,4,10/07/2019,"$645,000",465m2,Combined Record,Single residential dwelling
Amaroo,2019,14 Olary Street,3,15/11/2019,"$645,000",432m2,Combined Record,Single residential dwelling
Amaroo,2019,17 Sanamere Street *,3,02/11/2019,"$642,000",502m2,Allhomes Record,–
Amaroo,2019,23 Buckingham Street,–,02/11/2019,"$642,000",502m2,Government Record,Single residential dwelling
Amaroo,2019,68 Rollston Street,3,12/08/2019,"$640,000",520m2,Combined Record,Single residential dwelling
Amaroo,2019,2/6 Yantara Street,–,14/01/2019,"$640,000",1031m2,Government Record,Multiple unit dwelling
Amaroo,2019,17 Rollston Street,3,27/02/2019,"$635,125",438m2,Combined Record,Single residential dwelling
Amaroo,2019,12 Auburn Street,4,22/05/2019,"$621,000",400m2,Combined Record,Single residential dwelling
Amaroo,2019,4 Star Close,3,13/11/2019,"$620,000",513m2,Combined Record,Single residential dwelling
Amaroo,2019,13 Gara Place,3,26/09/2019,"$615,250",592m2,Combined Record,Cottage block
Amaroo,2019,21 Mornington Street,3,25/05/2019,"$611,000",572m2,Combined Record,Single residential dwelling
Amaroo,2019,37 Proserpine Circuit,3,24/01/2019,"$610,000",689m2,Combined Record,Single residential dwelling
Amaroo,2019,15 Star Close,4,15/11/2019,"$610,000",487m2,Combined Record,Single residential dwelling
Amaroo,2019,6 Dulverton Street,4,14/03/2019,"$605,000",450m2,Combined Record,Single residential dwelling
Amaroo,2019,13 Benaroon Circuit,3,22/10/2019,"$602,500",478m2,Combined Record,Single residential dwelling
Amaroo,2019,12 Buckingham Street,3,25/05/2019,"$591,000",451m2,Combined Record,Single residential dwelling
Amaroo,2019,11 Phelp Court *,3,17/05/2019,"$590,000",0m2,Allhomes Record,–
Amaroo,2019,1/12 Redwater Place,4,24/01/2019,"$590,000",5704m2,Combined Record,Multiple unit dwelling
Amaroo,2019,10 Buckingham Street,3,08/02/2019,"$585,000",441m2,Combined Record,Single residential dwelling
Amaroo,2019,35 Corringle Close,4,18/10/2019,"$555,000",424m2,Combined Record,Courtyard block
Amaroo,2019,32 Wellesley Street,3,08/02/2019,"$551,000",494m2,Combined Record,Single residential dwelling
Amaroo,2019,2/15 Barrington Crescent,3,17/10/2019,"$550,000",2764m2,Combined Record,Multiple unit dwelling
Amaroo,2019,4 Bemm Place,–,01/04/2019,"$550,000",431m2,Government Record,Single residential dwelling
Amaroo,2019,21 Corringle Close,3,29/01/2019,"$550,000",430m2,Combined Record,Courtyard block
Amaroo,2019,1/3 Barrington Crescent,3,29/04/2019,"$545,000",5558m2,Combined Record,Multiple unit dwelling
Amaroo,2019,35 Magenta Square,3,11/09/2019,"$541,000",400m2,Combined Record,Courtyard block
Amaroo,2019,6/3 Barrington Crescent,3,09/07/2019,"$535,000",5558m2,Combined Record,Multiple unit dwelling
Amaroo,2019,3 Barrington Crescent *,3,10/10/2019,"$526,000",0m2,Allhomes Record,–
Amaroo,2019,4/3 Barrington Crescent,3,09/10/2019,"$526,000",5558m2,Combined Record,Multiple unit dwelling
Amaroo,2019,25A Bywaters Street *,3,29/04/2019,"$525,000",0m2,Allhomes Record,–
Amaroo,2019,3/23 Bywaters Street,–,29/04/2019,"$525,000",1609m2,Government Record,Multiple unit dwelling
Amaroo,2019,7 Saxby Close,3,18/09/2019,"$520,000",376m2,Combined Record,Courtyard block
Amaroo,2019,68 Magenta Square *,3,06/03/2019,"$515,000",463m2,Allhomes Record,–
Amaroo,2019,7/3 Barrington Crescent,3,27/03/2019,"$512,000",5558m2,Combined Record,Multiple unit dwelling
Amaroo,2019,33 Corringle Close,3,30/01/2019,"$510,000",499m2,Combined Record,Cottage block
Amaroo,2019,2/3 Sophia Street *,3,16/10/2019,"$510,000",0m2,Allhomes Record,–
Amaroo,2019,2 Grace Place,–,12/02/2019,"$500,000",697m2,Government Record,Single residential dwelling
Amaroo,2019,20 Phelp Court,3,19/09/2019,"$495,000",383m2,Combined Record,Courtyard block
Amaroo,2019,10 Annan Close,–,16/04/2019,"$470,000",434m2,Government Record,Courtyard block
Amaroo,2019,45 Corringle Close,3,08/03/2019,"$460,000",416m2,Combined Record,Courtyard block
Amaroo,2019,6 Clara Close,3,09/05/2019,"$457,000",280m2,Combined Record,Town house block
Amaroo,2019,17/815 Horse Park Drive,–,05/11/2019,"$450,000",5173m2,Government Record,Multiple unit dwelling
Amaroo,2019,13/2 Lander Crescent,3,04/10/2019,"$420,000",6461m2,Combined Record,Multiple unit dwelling
Amaroo,2019,2/6 Edith Place,–,11/12/2019,"$415,000",2261m2,Government Record,Multiple unit dwelling
Amaroo,2019,2/27 Roderick Street,3,25/02/2019,"$410,000",2583m2,Combined Record,Multiple unit dwelling
Amaroo,2019,48/815 Horse Park Drive,–,15/11/2019,"$345,000",5173m2,Government Record,Multiple unit dwelling
Amaroo,2019,48/815 Horsepark Drive *,1,15/11/2019,"$345,000",0m2,Allhomes Record,–
Amaroo,2019,14/2 Lander Crescent,–,08/04/2019,"$260,000",6461m2,Government Record,Multiple unit dwelling
Amaroo,2019,6 Tuross Close,–,08/09/2019,$0,742m2,Government Record,Single residential dwelling...
Amaroo,2019,2/6 Edith Place,–,10/01/2019,$0,2261m2,Government Record,Multiple unit dwelling
Amaroo,2019,75 Diamond Street,–,03/10/2019,$0,750m2,Government Record,Single residential dwelling
Amaroo,2019,9 Bredbo Close,–,24/04/2019,$0,600m2,Government Record,Single residential dwelling
Amaroo,2019,68 Magenta Square,–,05/03/2019,$0,463m2,Government Record,Cottage block
Amaroo,2019,1/57 Sandover Circuit,–,03/10/2019,$0,2587m2,Government Record,Multiple unit dwelling
Amaroo,2019,45 Magenta Square,–,15/11/2019,$0,453m2,Government Record,Cottage block
Amaroo,2019,4/815 Horse Park Drive,–,05/02/2019,$0,5173m2,Government Record,Multiple unit dwelling
Amaroo,2019,3 Newstead Street,–,26/07/2019,$0,488m2,Government Record,Single residential dwelling
Amaroo,2019,18 Moondarra Street,–,23/02/2019,$0,982m2,Government Record,Single residential dwelling
Amaroo,2020,6 Styx Close,4,05/12/2020,"$1,350,000",1418m2,Combined Record,Single residential dwelling
Amaroo,2020,10 Ashbrook Street,5,02/05/2020,"$1,150,000",782m2,Combined Record,Single residential dwelling
Amaroo,2020,21 Conjola Close,5,22/12/2020,"$1,025,000",723m2,Combined Record,Single residential dwelling...
Amaroo,2020,29 Tarrabool Street,4,01/08/2020,"$990,000",699m2,Combined Record,Single residential dwelling
Amaroo,2020,10 McHenry Street,4,25/03/2020,"$906,500",660m2,Combined Record,Single residential dwelling
Amaroo,2020,3 Benaroon Circuit,–,30/11/2020,"$900,000",504m2,Government Record,Single residential dwelling
Amaroo,2020,6 Reeve Close,4,15/08/2020,"$900,000",809m2,Combined Record,Single residential dwelling
Amaroo,2020,10 Evella Court,4,10/09/2020,"$895,000",928m2,Combined Record,Single residential dwelling
Amaroo,2020,8 McHenry Street,5,14/03/2020,"$885,000",630m2,Combined Record,Single residential dwelling
Amaroo,2020,6 Burdekin Avenue,4,26/09/2020,"$885,000",946m2,Combined Record,Single residential dwelling
Amaroo,2020,24 Timboram Street,–,15/10/2020,"$880,000",620m2,Government Record,Single residential dwelling
Amaroo,2020,14 Wanderer Court,–,03/10/2020,"$880,000",841m2,Government Record,Single residential dwelling
Amaroo,2020,1 Olary Street *,5,15/01/2020,"$880,000",559m2,Allhomes Record,–
Amaroo,2020,26 Tuross Close,5,20/06/2020,"$870,000",733m2,Combined Record,Single residential dwelling...
Amaroo,2020,45 Diamond Street,5,28/02/2020,"$860,000",800m2,Combined Record,Single residential dwelling
Amaroo,2020,39 Bizant Street,–,05/08/2020,"$859,000",858m2,Government Record,Single residential dwelling
Amaroo,2020,71 Diamond Street,–,04/09/2020,"$840,000",738m2,Government Record,Single residential dwelling
Amaroo,2020,11 Moondarra Street,4,17/02/2020,"$837,000",858m2,Combined Record,Single residential dwelling
Amaroo,2020,11 Willara Close,–,14/11/2020,"$835,000",921m2,Government Record,Single residential dwelling
Amaroo,2020,30 Olary Street,4,09/12/2020,"$827,000",675m2,Combined Record,Single residential dwelling
Amaroo,2020,6 Tuross Close,–,16/12/2020,"$822,000",742m2,Government Record,Single residential dwelling...
Amaroo,2020,72 Shoalhaven Avenue,–,20/10/2020,"$820,000",868m2,Government Record,Single residential dwelling
Amaroo,2020,22 Mission Street,4,04/12/2020,"$805,000",544m2,Combined Record,Single residential dwelling
Amaroo,2020,49 Burdekin Avenue,4,03/12/2020,"$805,000",868m2,Combined Record,Single residential dwelling
Amaroo,2020,10 Moondarra Street,4,12/02/2020,"$802,600",872m2,Combined Record,Single residential dwelling
Amaroo,2020,12 Genoa Street,4,23/09/2020,"$801,000",493m2,Combined Record,Single residential dwelling
Amaroo,2020,29 Mission Street,4,09/11/2020,"$800,000",473m2,Combined Record,Single residential dwelling
Amaroo,2020,2 Redwater Place,5,27/03/2020,"$800,000",548m2,Combined Record,Single residential dwelling
Amaroo,2020,4 Auburn Street,–,06/04/2020,"$800,000",822m2,Government Record,Single residential dwelling
Amaroo,2020,14 Meerup Street,4,09/04/2020,"$800,000",712m2,Combined Record,Single residential dwelling
Amaroo,2020,7 McHenry Street,–,27/05/2020,"$800,000",584m2,Government Record,Single residential dwelling
Amaroo,2020,53 Benaroon Circuit,–,18/12/2020,"$800,000",504m2,Government Record,Single residential dwelling
Amaroo,2020,10 Clarendon Street,–,22/07/2020,"$785,000",522m2,Government Record,Single residential dwelling
Amaroo,2020,4 Alice Street,4,21/07/2020,"$785,000",501m2,Combined Record,Single residential dwelling
Amaroo,2020,13 Willara Close,4,06/02/2020,"$770,000",623m2,Combined Record,Cottage block
Amaroo,2020,11 Augusta Place,4,15/02/2020,"$770,000",627m2,Combined Record,Single residential dwelling
Amaroo,2020,5 Dulverton Street,4,19/09/2020,"$765,000",480m2,Combined Record,Single residential dwelling
Amaroo,2020,10 Willara Close,–,09/12/2020,"$762,000",715m2,Government Record,Single residential dwelling
Amaroo,2020,19 Olary Street,4,15/08/2020,"$762,000",527m2,Combined Record,Single residential dwelling
Amaroo,2020,18 Clarendon Street,–,02/06/2020,"$760,000",482m2,Government Record,Single residential dwelling
Amaroo,2020,15 McHenry Street,4,21/03/2020,"$753,000",738m2,Combined Record,Single residential dwelling
Amaroo,2020,9 Genoa Street,–,27/11/2020,"$752,000",450m2,Government Record,Single residential dwelling
Amaroo,2020,19 Bizant Street *,3,20/12/2020,"$750,000",584m2,Allhomes Record,–
Amaroo,2020,19 Conjola Close,–,04/02/2020,"$750,000",801m2,Government Record,Single residential dwelling...
Amaroo,2020,19 Bizant Street,–,26/11/2020,"$749,500",584m2,Government Record,Single residential dwelling
Amaroo,2020,5 Lander Crescent,4,10/01/2020,"$745,000",725m2,Combined Record,Cottage block
Amaroo,2020,1 Lander Crescent,–,13/10/2020,"$745,000",725m2,Government Record,Cottage block
Amaroo,2020,9 Redwater Place,–,15/12/2020,"$740,000",466m2,Government Record,Single residential dwelling
Amaroo,2020,11 McHenry Street,–,07/07/2020,"$737,500",600m2,Government Record,Single residential dwelling
Amaroo,2020,12 Traine Court,–,21/02/2020,"$735,000",534m2,Government Record,Single residential dwelling
Amaroo,2020,5 Wenlock Street,–,01/07/2020,"$735,000",485m2,Government Record,Single residential dwelling
Amaroo,2020,7 Alice Street *,4,28/03/2020,"$735,000",0m2,Allhomes Record,–
Amaroo,2020,8 Sandover Circuit,–,29/10/2020,"$733,000",599m2,Government Record,Single residential dwelling
Amaroo,2020,4 Newstead Street,4,03/04/2020,"$730,000",512m2,Combined Record,Single residential dwelling
Amaroo,2020,28 Dulverton Street,–,18/12/2020,"$725,000",450m2,Government Record,Single residential dwelling
Amaroo,2020,18 Buckingham Street,–,26/08/2020,"$701,500",514m2,Government Record,Single residential dwelling
Amaroo,2020,10 Cooloola Street,–,16/03/2020,"$700,000",731m2,Government Record,Single residential dwelling
Amaroo,2020,1 Augusta Place,4,10/08/2020,"$700,000",700m2,Combined Record,Single residential dwelling
Amaroo,2020,12 Inkerman Street,–,23/01/2020,"$700,000",488m2,Government Record,Single residential dwelling
Amaroo,2020,13 Redwater Place,–,29/10/2020,"$700,000",484m2,Government Record,Single residential dwelling
Amaroo,2020,16 Traine Court,3,01/12/2020,"$695,000",445m2,Combined Record,Single residential dwelling
Amaroo,2020,22 Lennard Street,4,09/11/2020,"$695,000",643m2,Combined Record,Single residential dwelling...
Amaroo,2020,45 Katherine Avenue,–,13/03/2020,"$691,000",673m2,Government Record,Single residential dwelling
Amaroo,2020,1 Clarendon Street *,4,13/03/2020,"$691,000",–,Allhomes Record,–
Amaroo,2020,45 Magenta Square,–,09/10/2020,"$690,500",453m2,Government Record,Cottage block
