site,street,suburb,state,date,arrival,departure,contact,lng,lat,geometry,time
Coles Amaroo,Horse Park Drive,Amaroo,ACT,2021-09-20,14:35:00,15:20:00,casual,149.1317816,-35.1646128,POINT (149.1317816 -35.1646128),0.0
Coles Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-20,17:00:00,17:30:00,monitor,149.1343475,-35.2784476,POINT (149.1343475 -35.2784476),0.0
Coles Express Charnwood,Lhotsky Street and Charnwood Place,Charnwood,ACT,2021-09-20,11:00:00,11:45:00,monitor,149.0332572,-35.2056325,POINT (149.0332572 -35.2056325),0.0
Coles Express Gungahlin,1 Ginn Street,Gungahlin,ACT,2021-09-20,09:45:00,10:45:00,casual,149.1267488,-35.1834139,POINT (149.1267488 -35.1834139),1.0
Coles Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-20,10:10:00,10:50:00,monitor,149.0853028,-35.3468528,POINT (149.0853028 -35.3468528),0.0
Coles Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-20,18:35:00,19:35:00,casual,149.0853028,-35.3468528,POINT (149.0853028 -35.3468528),1.0
Donut King Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-09-20,10:30:00,11:00:00,monitor,149.0712041,-35.2527607,POINT (149.0712041 -35.2527607),0.0
Hungry Jacks Gungahlin,Ginn Street,Gungahlin,ACT,2021-09-20,09:45:00,10:45:00,monitor,149.1267535,-35.1834112,POINT (149.1267535 -35.1834112),1.0
Lanyon Newsagency & Gift shop,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-20,16:50:00,17:40:00,monitor,149.0925166,-35.4576067,POINT (149.0925166 -35.4576067),0.0
Subway Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-20,10:30:00,14:30:00,casual,149.0925286,-35.4572489,POINT (149.0925286 -35.4572489),4.0
SUPABARN Casey,"Casey Market Town, 15 Kingsland Parade",Casey,ACT,2021-09-20,19:50:00,20:30:00,monitor,149.0960254,-35.1741413,POINT (149.0960254 -35.1741413),0.0
SUPAEXPRESS Watson,5 Watson Place,Watson,ACT,2021-09-20,13:15:00,14:00:00,monitor,149.1535201,-35.2388939,POINT (149.1535201 -35.2388939),0.0
SUPAEXPRESS Watson,5 Watson Place,Watson,ACT,2021-09-20,14:00:00,14:50:00,casual,149.1535201,-35.2388939,POINT (149.1535201 -35.2388939),0.0
SUPAEXPRESS Watson,5 Watson Place,Watson,ACT,2021-09-20,17:50:00,18:40:00,casual,149.1535201,-35.2388939,POINT (149.1535201 -35.2388939),0.0
Watson Pharmacy and Australia Post,1 Watson Place,Watson,ACT,2021-09-20,13:45:00,14:40:00,casual,149.1532445,-35.2390405,POINT (149.1532445 -35.2390405),0.0
Watson Pharmacy and LPO,1 Watson Place,Watson,ACT,2021-09-20,08:50:00,09:30:00,monitor,149.153282,-35.239029,POINT (149.153282 -35.239029),0.0
Watson Takeaway,5 Watson Place,Watson,ACT,2021-09-20,10:00:00,10:30:00,monitor,149.1533702,-35.2389866,POINT (149.1533702 -35.2389866),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-20,12:00:00,13:00:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),1.0
Woolworths Calwell,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-09-20,13:20:00,14:00:00,monitor,149.114712,-35.4346893,POINT (149.114712 -35.4346893),0.0
Woolworths Calwell,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-09-20,16:40:00,17:30:00,casual,149.114712,-35.4346893,POINT (149.114712 -35.4346893),0.0
Woolworths Charnwood,25-30 Charnwood Place,Charnwood,ACT,2021-09-20,20:00:00,21:00:00,casual,149.0328578,-35.2045295,POINT (149.0328578 -35.2045295),1.0
Woolworths Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-20,16:50:00,17:40:00,monitor,149.092436,-35.457644,POINT (149.092436 -35.457644),0.0
Woolworths Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-20,17:00:00,18:00:00,monitor,149.092436,-35.457644,POINT (149.092436 -35.457644),1.0
Woolworths Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-20,19:00:00,22:00:00,casual,149.092436,-35.457644,POINT (149.092436 -35.457644),3.0
"7 London Circuit, Building B Level 5 Construction Zone","7 London Circuit, City",Canberra City,ACT,2021-09-21,06:50:00,16:00:00,close,149.124883,-35.2816791,POINT (149.124883 -35.2816791),9.0
80/20 Food Kingston,5/10 Parbery Street,Kingston,ACT,2021-09-21,07:00:00,14:45:00,casual,149.1494419,-35.3169003,POINT (149.1494419 -35.3169003),7.0
ALDI Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,13:35:00,14:20:00,monitor,149.0525899,-35.3413679,POINT (149.0525899 -35.3413679),0.0
ALDI Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-09-21,14:05:00,14:50:00,monitor,149.0709723,-35.2527645,POINT (149.0709723 -35.2527645),0.0
Amaroo Village Shopping Centre,11 Pioneer Street,Amaroo,ACT,2021-09-21,13:10:00,14:15:00,monitor,149.1316572,-35.1646953,POINT (149.1316572 -35.1646953),1.0
Bakers Delight Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,15:10:00,15:45:00,monitor,149.0527689,-35.3412268,POINT (149.0527689 -35.3412268),0.0
Cafe Au Lait Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,14:40:00,15:10:00,monitor,149.052843,-35.3415323,POINT (149.052843 -35.3415323),0.0
Caltex (EG Fuel) Conder,Tharwa Drive,Conder,ACT,2021-09-21,16:00:00,16:30:00,monitor,149.0917041,-35.4582538,POINT (149.0917041 -35.4582538),0.0
Calvary Haydon Retirement Community Aged Care Facility (Mary Potter Household only) – Visitors Only,2 Jaeger Circuit,Bruce,ACT,2021-09-21,00:00:00,23:59:00,close,149.087947,-35.250192,POINT (149.087947 -35.250192),23.0
Calvary Haydon Retirement Community Aged Care Facility (refer to Close Contacts entry if attended Mary Potter or St Teresa Household) – Visitors Only,2 Jaeger Circuit,Bruce,ACT,2021-09-21,00:00:00,23:59:00,casual,149.087947,-35.250192,POINT (149.087947 -35.250192),23.0
Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) – Visitors Only,2 Jaeger Circuit,Bruce,ACT,2021-09-21,22:30:00,23:59:00,close,149.087947,-35.250192,POINT (149.087947 -35.250192),1.0
Capital Chemist Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-21,09:00:00,09:45:00,monitor,149.0577473,-35.3803225,POINT (149.0577473 -35.3803225),0.0
Capital Chemist University of Canberra,"Building 28, Allawoona Street and Ginninderra Drive",Bruce,ACT,2021-09-21,12:20:00,13:05:00,monitor,149.0877074,-35.2347083,POINT (149.0877074 -35.2347083),0.0
Chemist Warehouse Woden,24 Corinna Street,Phillip,ACT,2021-09-21,19:15:00,20:30:00,monitor,149.0838052,-35.345342,POINT (149.0838052 -35.345342),1.0
Coffee Guru Amaroo,11 Pioneer Street,Amaroo,ACT,2021-09-21,13:35:00,14:15:00,monitor,149.1324217,-35.164832,POINT (149.1324217 -35.164832),0.0
Coles Amaroo,Horse Park Drive,Amaroo,ACT,2021-09-21,13:10:00,14:00:00,casual,149.1317816,-35.1646128,POINT (149.1317816 -35.1646128),0.0
Coles Express Gungahlin,1 Ginn Street,Gungahlin,ACT,2021-09-21,22:30:00,23:10:00,monitor,149.1267488,-35.1834139,POINT (149.1267488 -35.1834139),0.0
Coles Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-09-21,13:40:00,14:35:00,casual,149.0713348,-35.2528076,POINT (149.0713348 -35.2528076),0.0
Cooleman Court Shopping Centre,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,13:30:00,14:30:00,monitor,149.0526436,-35.3412617,POINT (149.0526436 -35.3412617),1.0
Cooleman Court Shopping Centre,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,15:00:00,16:00:00,monitor,149.0526436,-35.3412617,POINT (149.0526436 -35.3412617),1.0
Guardian Pharmacy Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-21,12:45:00,13:30:00,monitor,149.0669633,-35.2375421,POINT (149.0669633 -35.2375421),0.0
KFC Tuggeranong,133 Reed Street,Greenway,ACT,2021-09-21,18:35:00,19:15:00,monitor,149.0701953,-35.4159332,POINT (149.0701953 -35.4159332),0.0
Kitchen King Grocers,14-16 Colbee Court,Phillip,ACT,2021-09-21,14:50:00,15:35:00,monitor,149.0872725,-35.3521283,POINT (149.0872725 -35.3521283),0.0
Million Dollar Kiosk,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-21,10:00:00,11:00:00,monitor,149.0655129,-35.2382585,POINT (149.0655129 -35.2382585),1.0
Mocca Espresso Lounge,18 Marcus Clarke Street,Canberra City,ACT,2021-09-21,09:05:00,09:50:00,monitor,149.1241782,-35.28170060000001,POINT (149.1241782 -35.28170060000001),0.0
Mocca Espresso Lounge,18 Marcus Clarke Street,Canberra City,ACT,2021-09-21,12:10:00,12:55:00,monitor,149.1241782,-35.28170060000001,POINT (149.1241782 -35.28170060000001),0.0
Next Practice Deakin,2/4 Makin Place,Deakin,ACT,2021-09-21,13:45:00,14:50:00,casual,149.0928574,-35.3215122,POINT (149.0928574 -35.3215122),1.0
Priceline Pharmacy Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-21,11:05:00,11:50:00,monitor,149.0846236,-35.3461736,POINT (149.0846236 -35.3461736),0.0
Sakeena's Cafe,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,15:00:00,15:40:00,monitor,149.052915,-35.3417649,POINT (149.052915 -35.3417649),0.0
St. George Bank Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,13:35:00,14:15:00,monitor,149.0525899,-35.3411125,POINT (149.0525899 -35.3411125),0.0
The Reject Shop Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-21,11:55:00,13:00:00,casual,149.0664341,-35.2384007,POINT (149.0664341 -35.2384007),1.0
Weston Creek Medical Practice,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-21,14:45:00,15:30:00,casual,149.0526436,-35.3412617,POINT (149.0526436 -35.3412617),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-21,10:00:00,12:00:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),2.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-21,12:55:00,14:00:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),1.0
Woolworths Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-21,10:30:00,11:10:00,monitor,149.092436,-35.457644,POINT (149.092436 -35.457644),0.0
Woolworths Cooleman Court,"Cooleman Court, Brierly Street",Weston,ACT,2021-09-21,15:10:00,15:40:00,monitor,149.052681,-35.340765,POINT (149.052681 -35.340765),0.0
Woolworths Metro Franklin,Corner Flemington Road and Nullarbor Avenue,Franklin,ACT,2021-09-21,13:10:00,14:00:00,monitor,149.1488768,-35.2000983,POINT (149.1488768 -35.2000983),0.0
Woolworths Metro Franklin,Corner Flemington Road and Nullarbor Avenue,Franklin,ACT,2021-09-21,14:50:00,15:30:00,monitor,149.1488768,-35.2000983,POINT (149.1488768 -35.2000983),0.0
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-21,07:00:00,07:40:00,monitor,149.084734,-35.345964,POINT (149.084734 -35.345964),0.0
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-21,10:50:00,11:40:00,monitor,149.084734,-35.345964,POINT (149.084734 -35.345964),0.0
"7 London Circuit, Building B Level 5 Construction Zone",7 London Circuit,Canberra City,ACT,2021-09-22,06:50:00,16:00:00,close,149.124883,-35.2816791,POINT (149.124883 -35.2816791),9.0
7-Eleven Fyshwick,149 Canberra Avenue,Fyshwick,ACT,2021-09-22,15:30:00,16:30:00,monitor,149.1537932,-35.3253108,POINT (149.1537932 -35.3253108),1.0
7-Eleven Melba,2 Chinner Cresent,Melba,ACT,2021-09-22,07:40:00,08:25:00,monitor,149.0482575,-35.2080038,POINT (149.0482575 -35.2080038),0.0
80/20 Food Kingston,5/10 Parbery Street,Kingston,ACT,2021-09-22,07:00:00,14:45:00,casual,149.1494419,-35.3169003,POINT (149.1494419 -35.3169003),7.0
AA Sandblasting Fyshwick,26 Cessnock Street,Fyshwick,ACT,2021-09-22,15:30:00,16:30:00,monitor,149.170863,-35.319778,POINT (149.170863 -35.319778),1.0
ALDI Conder,9 Sidney Nolan Street,Conder,ACT,2021-09-22,09:00:00,09:55:00,casual,149.0937063,-35.4567183,POINT (149.0937063 -35.4567183),0.0
Ampol Foodary Weston,49 Brierly Street,Weston,ACT,2021-09-22,07:30:00,08:15:00,monitor,149.0520681,-35.3402449,POINT (149.0520681 -35.3402449),0.0
Belconnen Post Shop - PO Boxes Area,20 Benjamin Way,Belconnen,ACT,2021-09-22,09:40:00,10:20:00,monitor,149.0661145,-35.238743,POINT (149.0661145 -35.238743),0.0
Bestore Mitchell,109 Flemingston Road,Mitchell,ACT,2021-09-22,11:30:00,12:00:00,monitor,149.143965,-35.2203462,POINT (149.143965 -35.2203462),0.0
Bunnings Tuggeranong,Anketell Street,Greenway,ACT,2021-09-22,11:20:00,12:00:00,monitor,149.0711101,-35.4218444,POINT (149.0711101 -35.4218444),0.0
Cafe Alibi,5 Farrell Place,Canberra City,ACT,2021-09-22,09:00:00,09:40:00,monitor,149.1245631,-35.2811641,POINT (149.1245631 -35.2811641),0.0
Cafe Alibi,5 Farrell Place,Canberra City,ACT,2021-09-22,12:35:00,13:20:00,monitor,149.1245631,-35.2811641,POINT (149.1245631 -35.2811641),0.0
Calvary Haydon Retirement Community Aged Care Facility (Mary Potter Household only) – Visitors Only,2 Jaeger Circuit,Bruce,ACT,2021-09-22,00:00:00,23:59:00,close,149.087947,-35.250192,POINT (149.087947 -35.250192),23.0
Calvary Haydon Retirement Community Aged Care Facility (refer to Close Contacts entry if attended Mary Potter or St Teresa Household) – Visitors Only,2 Jaeger Circuit,Bruce,ACT,2021-09-22,00:00:00,23:59:00,casual,149.087947,-35.250192,POINT (149.087947 -35.250192),23.0
Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) – Visitors Only,2 Jaeger Circuit,Bruce,ACT,2021-09-22,00:00:00,07:00:00,close,149.087947,-35.250192,POINT (149.087947 -35.250192),7.0
Coffee Guru Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-22,09:00:00,09:45:00,monitor,149.05282,-35.34125,POINT (149.05282 -35.34125),0.0
Coffee Guru Wanniassa,Shop 1/12 Sangster Place,Wanniassa,ACT,2021-09-22,12:20:00,12:50:00,monitor,149.085645,-35.3911367,POINT (149.085645 -35.3911367),0.0
Coffee Guru Wanniassa,Shop 1/12 Sangster Place,Wanniassa,ACT,2021-09-22,14:00:00,14:30:00,monitor,149.085645,-35.3911367,POINT (149.085645 -35.3911367),0.0
Coles Express Charnwood,Lhotsky Street and Charnwood Place,Charnwood,ACT,2021-09-22,16:10:00,16:40:00,monitor,149.0332572,-35.2056325,POINT (149.0332572 -35.2056325),0.0
Coles Wanniassa,12 Sangster Place,Wanniassa,ACT,2021-09-22,14:00:00,14:30:00,monitor,149.0854722,-35.3912889,POINT (149.0854722 -35.3912889),0.0
Communities@Work Kambah - Taylor Child Care and Education Centre,88 Marconi Crescent,Kambah,ACT,2021-09-22,07:00:00,14:30:00,casual,149.0641174,-35.378526,POINT (149.0641174 -35.378526),7.0
Cooleman Court Shopping Centre,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-22,09:00:00,09:45:00,monitor,149.0526436,-35.3412617,POINT (149.0526436 -35.3412617),0.0
Daily Market Gungahlin,137/43 Hibberson Street,Gungahlin,ACT,2021-09-22,12:00:00,12:30:00,monitor,149.1363642,-35.1854965,POINT (149.1363642 -35.1854965),0.0
DKSN Construction Site,21-23 Challis Street,Dickson,ACT,2021-09-22,06:50:00,16:00:00,close,149.1345596,-35.25021479999999,POINT (149.1345596 -35.25021479999999),9.0
Hawker Butchery and Bonza Bangers,78 Hawker Place,Hawker,ACT,2021-09-22,12:30:00,13:20:00,monitor,149.0435549,-35.2434774,POINT (149.0435549 -35.2434774),0.0
Hello Sexy,127-129 Wollongong Street,Fyshwick,ACT,2021-09-22,11:40:00,12:30:00,casual,149.1759038,-35.3224792,POINT (149.1759038 -35.3224792),0.0
IGA Banks,Pockett Avenue and Brockway Street,Banks,ACT,2021-09-22,10:30:00,11:10:00,monitor,149.0955556,-35.4725,POINT (149.0955556 -35.4725),0.0
IGA Banks,Pockett Avenue and Brockway Street,Banks,ACT,2021-09-22,18:30:00,19:15:00,monitor,149.0955556,-35.4725,POINT (149.0955556 -35.4725),0.0
IGA Isabella Plains,6/131 Ellerston Avenue,Isabella Plains,ACT,2021-09-22,09:40:00,10:20:00,monitor,149.0915802,-35.4286142,POINT (149.0915802 -35.4286142),0.0
IGA X-press East Row,22-58 East Row,Canberra City,ACT,2021-09-22,15:45:00,16:35:00,monitor,149.1307154,-35.2790066,POINT (149.1307154 -35.2790066),0.0
King Arthur's feast,7/32 Sandford Street,Mitchell,ACT,2021-09-22,08:10:00,08:40:00,monitor,149.1404613,-35.2203571,POINT (149.1404613 -35.2203571),0.0
Kingsley's Chicken Lanyon,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-22,19:30:00,20:10:00,monitor,149.0925689,-35.457282,POINT (149.0925689 -35.457282),0.0
Metro Petroleum Mitchell,Lysaght Street,Mitchell,ACT,2021-09-22,06:15:00,07:00:00,monitor,149.1424649,-35.2153523,POINT (149.1424649 -35.2153523),0.0
Mitchell Automotive Centre,22 Brookes Street,Mitchell,ACT,2021-09-22,08:00:00,08:30:00,monitor,149.1419168,-35.2190528,POINT (149.1419168 -35.2190528),0.0
Mocca Espresso Lounge,18 Marcus Clarke Street,Canberra City,ACT,2021-09-22,08:00:00,09:00:00,casual,149.1241782,-35.28170060000001,POINT (149.1241782 -35.28170060000001),1.0
Mocca Espresso Lounge,18 Marcus Clarke Street,Canberra City,ACT,2021-09-22,09:00:00,09:45:00,monitor,149.1241782,-35.28170060000001,POINT (149.1241782 -35.28170060000001),0.0
Mocca Espresso Lounge,18 Marcus Clarke Street,Canberra City,ACT,2021-09-22,12:40:00,13:25:00,monitor,149.1241782,-35.28170060000001,POINT (149.1241782 -35.28170060000001),0.0
North Lyneham Mini Mart,3 Colville Street,Lyneham,ACT,2021-09-22,14:45:00,15:00:00,monitor,149.1250791,-35.2401434,POINT (149.1250791 -35.2401434),0.0
South.Point Tuggeranong,Anketell Street and Reed Street,Greenway,ACT,2021-09-22,12:30:00,16:30:00,monitor,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),4.0
SUPABARN Casey,"Casey Market Town, 15 Kingsland Parade",Casey,ACT,2021-09-22,19:00:00,20:05:00,casual,149.0960254,-35.1741413,POINT (149.0960254 -35.1741413),1.0
SUPAEXPRESS Florey,1/26 Kesteven Street,Florey,ACT,2021-09-22,14:25:00,15:10:00,monitor,149.0544269,-35.2263914,POINT (149.0544269 -35.2263914),0.0
Vina Groceries,135/56 Ernest Cavanagh Street,Gungahlin,ACT,2021-09-22,17:45:00,18:50:00,casual,149.136494,-35.1847931,POINT (149.136494 -35.1847931),1.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-22,12:45:00,13:30:00,monitor,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-22,14:55:00,16:00:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),1.0
Woolworths Charnwood,25-30 Charnwood Place,Charnwood,ACT,2021-09-22,16:15:00,16:45:00,monitor,149.0328578,-35.2045295,POINT (149.0328578 -35.2045295),0.0
Woolworths Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-09-22,09:25:00,10:15:00,casual,149.092436,-35.457644,POINT (149.092436 -35.457644),0.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-22,12:15:00,13:15:00,casual,149.052681,-35.340765,POINT (149.052681 -35.340765),1.0
Woolworths Gungahlin,"Gungahlin Marketplace, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-09-22,07:15:00,08:00:00,monitor,149.1339641,-35.1846274,POINT (149.1339641 -35.1846274),0.0
Woolworths Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-22,07:20:00,08:15:00,casual,149.0572697,-35.3801801,POINT (149.0572697 -35.3801801),0.0
"7 London Circuit, Building B Level 5 Construction Zone",7 London Circuit,Canberra City,ACT,2021-09-23,06:50:00,16:00:00,close,149.124883,-35.2816791,POINT (149.124883 -35.2816791),9.0
80/20 Food Kingston,5/10 Parbery Street,Kingston,ACT,2021-09-23,08:00:00,14:45:00,casual,149.1494419,-35.3169003,POINT (149.1494419 -35.3169003),6.0
ALDI Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-23,14:35:00,15:15:00,monitor,149.0652505,-35.2387297,POINT (149.0652505 -35.2387297),0.0
ALDI Conder,9 Sidney Nolan Street,Conder,ACT,2021-09-23,16:25:00,17:30:00,casual,149.0937063,-35.4567183,POINT (149.0937063 -35.4567183),1.0
ALDI Gungahlin,Hibberson Street,Gungahlin,ACT,2021-09-23,17:00:00,17:45:00,monitor,149.1360072,-35.1854061,POINT (149.1360072 -35.1854061),0.0
Banks Takeaway,96 Pockett Avenue,Banks,ACT,2021-09-23,13:30:00,14:10:00,monitor,149.0956092,-35.4725362,POINT (149.0956092 -35.4725362),0.0
Bean Origin,5/32 Nettlefold Street,Belconnen,ACT,2021-09-23,10:15:00,10:50:00,monitor,149.0587473,-35.2412683,POINT (149.0587473 -35.2412683),0.0
Cellarbrations Gungahlin,24-30 Ernest Cavanagh Street,Gungahlin,ACT,2021-09-23,15:10:00,15:45:00,monitor,149.1312075,-35.1840542,POINT (149.1312075 -35.1840542),0.0
Chemist Warehouse Gungahlin,"Marketplace Gungahlin, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-09-23,16:00:00,16:30:00,monitor,149.1328487,-35.1856574,POINT (149.1328487 -35.1856574),0.0
Chemist Warehouse Gungahlin,"Marketplace Gungahlin, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-09-23,19:20:00,20:00:00,monitor,149.1328487,-35.1856574,POINT (149.1328487 -35.1856574),0.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-23,14:25:00,15:15:00,monitor,149.064837,-35.237949,POINT (149.064837 -35.237949),0.0
Coles Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-23,12:10:00,13:00:00,casual,149.0853028,-35.3468528,POINT (149.0853028 -35.3468528),0.0
Cooleman Court Pharmacy,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-23,14:55:00,15:40:00,monitor,149.0531366,-35.3414614,POINT (149.0531366 -35.3414614),0.0
